date,open,low,high,close,weightedAverage,volume,quoteVolume
01/11/2017 04:20:00,0.008574,0.00856641,0.008579999999999999,0.00856983,0.00857229,0.3551809,41.4335986
01/11/2017 04:25:00,0.00856983,0.00856164,0.008570999999999999,0.008570999999999999,0.00856662,6.84217211,798.7012752
01/11/2017 04:30:00,0.00856712,0.00856519,0.00858499,0.00857499,0.00857901,0.38097345,44.40761367
01/11/2017 04:35:00,0.00857499,0.008567,0.00858943,0.00857399,0.00857756,2.01227376,234.59732298
01/11/2017 04:40:00,0.00856899,0.00856166,0.008572,0.008562,0.00856596,5.36751604,626.60944199
01/11/2017 04:45:00,0.00856703,0.00856165,0.00862391,0.008595,0.008580200000000001,3.07214372,358.05001807
01/11/2017 04:50:00,0.00859001,0.00857709,0.00859001,0.008589,0.00858215,4.06028269,473.10765527
01/11/2017 04:55:00,0.008589,0.00857011,0.00859,0.00858001,0.00857815,3.73150321,435.00057388
01/11/2017 05:00:00,0.00858357,0.00857004,0.00861379,0.00861379,0.00859649,5.71682928,665.01847451
01/11/2017 05:05:00,0.008602,0.00859604,0.00861867,0.008615000000000001,0.0086066,5.93068443,689.08499257
01/11/2017 05:10:00,0.00860999,0.00860407,0.008662600000000001,0.00864,0.00865262,17.0485253,1970.33017747
01/11/2017 05:15:00,0.00861503,0.00861503,0.00864,0.008618,0.00862295,0.34141264,39.59348439
01/11/2017 05:20:00,0.00861797,0.00861797,0.008648999999999999,0.008641,0.0086318,0.40409301,46.81444186
01/11/2017 05:25:00,0.008643999999999999,0.00862401,0.00866984,0.00866984,0.00865412,5.81315399,671.72086787
01/11/2017 05:30:00,0.00866984,0.00864,0.00866984,0.00864,0.00865859,1.53972567,177.82627140000002
01/11/2017 05:35:00,0.00864327,0.008642,0.00866979,0.00866879,0.00865634,1.59558683,184.32568674
01/11/2017 05:40:00,0.00865906,0.00865103,0.00867718,0.008661,0.00866511,1.82870153,211.04169716
01/11/2017 05:45:00,0.00865611,0.008646,0.008661,0.00864603,0.00865535,1.9979292000000002,230.83156524
01/11/2017 05:50:00,0.00865102,0.008646,0.00867,0.00866,0.0086575,1.22129803,141.06816927
01/11/2017 05:55:00,0.00865602,0.008656,0.00866101,0.008661,0.00866075,0.86918411,100.35893684
01/11/2017 06:00:00,0.008656,0.008652,0.008665,0.00865201,0.00865861,0.78432802,90.58359392
01/11/2017 06:05:00,0.00866,0.008652,0.008668,0.008668,0.00866423,1.15955546,133.83234194
01/11/2017 06:10:00,0.008662999999999999,0.00864151,0.008668,0.008662999999999999,0.00866217,0.99533689,114.90605578
01/11/2017 06:15:00,0.00865198,0.00863478,0.00865198,0.00864213,0.00863878,0.45944974,53.18453916
01/11/2017 06:20:00,0.00864228,0.00862701,0.00864228,0.008637,0.00863681,0.46766968,54.14837162
01/11/2017 06:25:00,0.00863875,0.00862852,0.008643999999999999,0.00862852,0.00863874,1.42398809,164.83733819
01/11/2017 06:30:00,0.008634999999999999,0.008627,0.00866588,0.008642,0.00864005,1.33085249,154.03285103
01/11/2017 06:35:00,0.008641,0.0086312,0.00866289,0.008646,0.00865859,0.91439621,105.60563907
01/11/2017 06:40:00,0.00866114,0.00863504,0.00866114,0.008661,0.00864753,4.19865792,485.53232275
01/11/2017 06:45:00,0.008661,0.00863503,0.00866228,0.00863503,0.00864502,1.55464654,179.83132418
01/11/2017 06:50:00,0.00863903,0.00863,0.00864402,0.00863928,0.00863596,2.17586533,251.95392455
01/11/2017 06:55:00,0.008636,0.008631,0.00865935,0.008645,0.00864128,0.88397903,102.2971238
01/11/2017 07:00:00,0.00864,0.00864,0.008654700000000001,0.008654700000000001,0.00865097,2.0892628,241.5059353
01/11/2017 07:05:00,0.008654700000000001,0.00864014,0.008654700000000001,0.00864015,0.00864064,1.69692117,196.38827892
01/11/2017 07:10:00,0.00864015,0.00863001,0.00864015,0.008634999999999999,0.00863703,2.05330645,237.73282377
01/11/2017 07:15:00,0.00864015,0.008634999999999999,0.00865,0.00864199,0.00864107,4.8105046,556.7022396000001
01/11/2017 07:20:00,0.00864095,0.00864001,0.00864199,0.00864199,0.00864191,3.86841754,447.63454945
01/11/2017 07:25:00,0.00864146,0.00864146,0.008655,0.00864519,0.008648399999999999,0.58754701,67.93703819
01/11/2017 07:30:00,0.00864998,0.00864998,0.008664,0.008659,0.00865804,0.49954388,57.69707294
01/11/2017 07:35:00,0.00865904,0.00865,0.00866201,0.00865798,0.0086558,0.86294466,99.69551144
01/11/2017 07:40:00,0.00865301,0.00864,0.008655,0.00864,0.00865226,1.32143391,152.7269657
01/11/2017 07:45:00,0.00864,0.008634000000000001,0.00865,0.008634000000000001,0.00864062,0.41608152,48.15408727
01/11/2017 07:50:00,0.008634999999999999,0.008634000000000001,0.00865394,0.00865394,0.00864242,5.25883939,608.49129953
01/11/2017 07:55:00,0.00865,0.00862229,0.00865355,0.008639,0.00863373,4.8203996,558.3214745
01/11/2017 08:00:00,0.008639,0.008633,0.008659,0.008651,0.00864011,2.29206357,265.28152134
01/11/2017 08:05:00,0.008646700000000002,0.00864171,0.008654,0.00865399,0.00864943,0.93397964,107.98160047
01/11/2017 08:10:00,0.008648999999999999,0.008631,0.008648999999999999,0.008643999999999999,0.00863927,2.19786018,254.40339205
01/11/2017 08:15:00,0.00863401,0.00863401,0.008648999999999999,0.008638,0.00864595,0.58670033,67.85838032
01/11/2017 08:20:00,0.008638,0.00861707,0.008643999999999999,0.008642,0.00863059,3.30522989,382.96641059
01/11/2017 08:25:00,0.00865288,0.008642,0.008659,0.008659,0.0086454,0.94806576,109.66118484
01/11/2017 08:30:00,0.008659,0.008647,0.00867664,0.008657,0.00866629,3.2539295,375.46929342
01/11/2017 08:35:00,0.008657,0.00864704,0.00866699,0.00866699,0.00865812,2.44087475,281.91728698
01/11/2017 08:40:00,0.00866998,0.00866998,0.00867664,0.00866999,0.00867016,4.94077948,569.86015773
01/11/2017 08:45:00,0.00866999,0.00866999,0.00867415,0.00866999,0.00867023,1.48301106,171.04617197
01/11/2017 08:50:00,0.00867263,0.008641,0.00867263,0.008641,0.00865204,3.88934894,449.52969074
01/11/2017 08:55:00,0.00864974,0.00863601,0.008671,0.008655,0.00864973,2.10195296,243.00792279
01/11/2017 09:00:00,0.00865,0.00865,0.00866197,0.008655,0.00865058,0.72578435,83.90003407
01/11/2017 09:05:00,0.00864328,0.008631,0.00867601,0.008657,0.0086522,6.80382192,786.36884975
01/11/2017 09:10:00,0.00863612,0.00862267,0.00864891,0.00862267,0.00863441,0.82048699,95.02518934
01/11/2017 09:15:00,0.00862796,0.00860101,0.00863,0.008615000000000001,0.00861022,3.3576631,389.9620877
01/11/2017 09:20:00,0.00861,0.00859021,0.00861,0.008605,0.00860132,1.9987261000000005,232.37433219999997
01/11/2017 09:25:00,0.0086,0.00859,0.00861495,0.0086,0.00860173,3.00253419,349.06145409
01/11/2017 09:30:00,0.00859,0.0085511,0.008598999999999999,0.00856901,0.00857223,4.00986258,467.77323325
01/11/2017 09:35:00,0.00859,0.008579,0.00862272,0.00860103,0.00859422,3.80898811,443.20322919999995
01/11/2017 09:40:00,0.008606,0.00858708,0.0086161,0.0086161,0.00859701,1.57546356,183.25703266
01/11/2017 09:45:00,0.00860301,0.00858659,0.0086161,0.008597,0.00860068,0.82825139,96.30061429
01/11/2017 09:50:00,0.008597,0.00858201,0.008602,0.008597,0.00859682,1.39897928,162.732006
01/11/2017 09:55:00,0.008597,0.00856897,0.008597,0.00857803,0.00858572,2.0449987000000003,238.18585692
01/11/2017 10:00:00,0.008597,0.00856707,0.00860097,0.00856707,0.00858611,1.30247485,151.69554356
01/11/2017 10:05:00,0.008581,0.00850501,0.00858593,0.00856197,0.00855703,5.04685804,589.79074388
01/11/2017 10:10:00,0.00850508,0.00850508,0.008556999999999999,0.00854002,0.00852524,3.28984131,385.8939777
01/11/2017 10:15:00,0.00854002,0.00850561,0.00855196,0.008525,0.00852231,3.49542266,410.14927019
01/11/2017 10:20:00,0.00851515,0.00850574,0.00852999,0.00851402,0.00851536,2.35671269,276.75997343
01/11/2017 10:25:00,0.008508100000000001,0.0085,0.00852,0.008505,0.00850093,9.163075,1077.8900925
01/11/2017 10:30:00,0.00850336,0.008424,0.008509000000000001,0.00848145,0.00847087,19.09420431,2254.09966985
01/11/2017 10:35:00,0.00848141,0.00843003,0.00849757,0.00849737,0.00847187,2.29393876,270.77109847
01/11/2017 10:40:00,0.00849725,0.00846504,0.00849725,0.00846504,0.00848202,2.56093062,301.92444067
01/11/2017 10:45:00,0.00846603,0.008456,0.00847656,0.008456,0.008459399999999999,8.03063201,949.31384538
01/11/2017 10:50:00,0.008456,0.00844503,0.008466,0.00845929,0.00845653,2.15898374,255.30345282
01/11/2017 10:55:00,0.00845444,0.008424,0.00845444,0.00842401,0.00842876,4.36983445,518.4432706
01/11/2017 11:00:00,0.00842402,0.00842402,0.008462,0.00845697,0.00843438,7.8126593999999985,926.28728596
01/11/2017 11:05:00,0.00844952,0.00844801,0.00846717,0.00845001,0.00845258,4.64890176,549.99738307
01/11/2017 11:10:00,0.00845681,0.00842399,0.008464,0.00842401,0.00843372,10.34648922,1226.79924196
01/11/2017 11:15:00,0.00843718,0.0084,0.00844403,0.00842896,0.0084215,28.48733432,3382.68913395
01/11/2017 11:20:00,0.00842405,0.00840204,0.00843381,0.00840502,0.00840953,4.64338297,552.15698281
01/11/2017 11:25:00,0.00840901,0.0084,0.00842,0.008409999999999999,0.00840669,3.37164383,401.06641712
01/11/2017 11:30:00,0.0084,0.00832338,0.0084,0.00838916,0.00836821,10.26016424,1226.08748866
01/11/2017 11:35:00,0.00838916,0.00830044,0.00839,0.00836005,0.00833703,33.74785091,4047.94567373
01/11/2017 11:40:00,0.00836497,0.00834,0.00838908,0.008361,0.00835452,9.5656119,1144.96236291
01/11/2017 11:45:00,0.008362999999999999,0.00823187,0.008362999999999999,0.00823201,0.00831124,70.0193575,8424.65705172
01/11/2017 11:50:00,0.008315000000000001,0.00820501,0.008315000000000001,0.00826367,0.00825676,22.27770671,2698.11717744
01/11/2017 11:55:00,0.00826276,0.00826276,0.00831,0.0083,0.00829823,2.92936859,353.01112635
01/11/2017 12:00:00,0.0083,0.00828901,0.00835417,0.00834414,0.00830716,4.81703398,579.86497603
01/11/2017 12:05:00,0.00832203,0.00831801,0.00836063,0.008346,0.00833757,6.32958576,759.16378345
01/11/2017 12:10:00,0.00834603,0.00834503,0.00837,0.00837,0.008355,1.10393335,132.12833922
01/11/2017 12:15:00,0.00837,0.00832201,0.008376999999999999,0.00834501,0.00835895,1.15100774,137.697547
01/11/2017 12:20:00,0.008352,0.00833164,0.00837802,0.008367,0.0083707,8.90777118,1064.16049446
01/11/2017 12:25:00,0.008362,0.00828162,0.008362,0.00831997,0.00832801,6.49062041,779.37140986
01/11/2017 12:30:00,0.008320000000000001,0.00828187,0.008320000000000001,0.008308,0.00830383,5.67615994,683.55926319
01/11/2017 12:35:00,0.00829701,0.00828163,0.00830303,0.008297,0.0082948,3.04466625,367.05680916
01/11/2017 12:40:00,0.00829001,0.00822405,0.00829491,0.00824694,0.00824545,17.03708113,2066.23846149
01/11/2017 12:45:00,0.008264,0.00820003,0.00827246,0.00825101,0.00823287,33.10221733,4020.73653991
01/11/2017 12:50:00,0.00825467,0.00825101,0.008303,0.00829002,0.00828344,2.55159126,308.03516585
01/11/2017 12:55:00,0.00829002,0.00827001,0.00829993,0.00827001,0.00829038,2.78764197,336.25001869
01/11/2017 13:00:00,0.00827501,0.00827501,0.0083,0.00829001,0.00829595,7.92855426,955.71284967
01/11/2017 13:05:00,0.00829999,0.008287000000000001,0.008320000000000001,0.008320000000000001,0.00829983,34.28664622,4131.00317045
01/11/2017 13:10:00,0.00831705,0.00831705,0.00836518,0.00836266,0.00834118,1.37972742,165.41134819
01/11/2017 13:15:00,0.00835403,0.00835403,0.00837,0.008357999999999999,0.00836425,2.75000086,328.78028098
01/11/2017 13:20:00,0.00835801,0.00835801,0.008414,0.008414,0.00839471,7.77831169,926.57195898
01/11/2017 13:25:00,0.00840944,0.00839555,0.00843992,0.00842497,0.00841579,3.10948461,369.48190839
01/11/2017 13:30:00,0.008411,0.00839571,0.00843,0.00839571,0.00841738,4.58263227,544.42461804
01/11/2017 13:35:00,0.008409999999999999,0.008385,0.00841998,0.00839518,0.00839753,2.2124623,263.46572137
01/11/2017 13:40:00,0.0084,0.00830917,0.00841499,0.008407,0.00835125,4.73924064,567.48847519
01/11/2017 13:45:00,0.00841497,0.008407,0.00843956,0.0084221,0.00842095,2.74434586,325.89470352
01/11/2017 13:50:00,0.00841513,0.0083844,0.0084221,0.008395,0.0084079,2.87728414,342.21163529
01/11/2017 13:55:00,0.00841696,0.0084,0.00841696,0.008412000000000001,0.00840651,3.75297763,446.43656037
01/11/2017 14:00:00,0.00840609,0.00839637,0.008411,0.00839673,0.00840455,1.88427567,224.19708962
01/11/2017 14:05:00,0.00840701,0.00838411,0.008409999999999999,0.00838411,0.00840099,0.79916762,95.12769855
01/11/2017 14:10:00,0.00838421,0.00835242,0.00839112,0.00835307,0.00836299,2.67341737,319.67209226
01/11/2017 14:15:00,0.0083529,0.0083529,0.00839008,0.00836907,0.00836824,4.10971806,491.10858319999994
01/11/2017 14:20:00,0.00837656,0.00837175,0.00838498,0.008373100000000001,0.00837542,2.11115308,252.06524307
01/11/2017 14:25:00,0.00835804,0.00835804,0.00839799,0.00839299,0.00837984,3.37907543,403.23864989
01/11/2017 14:30:00,0.00837313,0.00837312,0.008407,0.008407,0.00838232,6.20751589,740.54859001
01/11/2017 14:35:00,0.008409999999999999,0.00839801,0.00841199,0.00841199,0.00840964,1.55735182,185.18636781
01/11/2017 14:40:00,0.00841199,0.00840006,0.00841199,0.00841199,0.00840531,1.79775835,213.8835752
01/11/2017 14:45:00,0.008405,0.00839308,0.00841199,0.008409999999999999,0.00840202,4.81378253,572.93134158
01/11/2017 14:50:00,0.00840822,0.008405,0.00842,0.00841709,0.00841104,2.20999555,262.74930295
01/11/2017 14:55:00,0.008417200000000001,0.008417200000000001,0.00843491,0.00843491,0.008419,2.65275385,315.09115598
01/11/2017 15:00:00,0.00843149,0.008411,0.008435,0.00841503,0.0084282,0.75801483,89.93783806
01/11/2017 15:05:00,0.008409999999999999,0.00839997,0.00841192,0.00840003,0.00840583,0.25691049,30.56336009
01/11/2017 15:10:00,0.00840319,0.00838125,0.0084313,0.00840993,0.00840398,3.27937086,390.21623001
01/11/2017 15:15:00,0.00840991,0.008388,0.00840991,0.00839595,0.008402600000000001,3.19271242,379.9668972
01/11/2017 15:20:00,0.00837978,0.00837305,0.008391,0.008391,0.00837923,1.16743195,139.3243456
01/11/2017 15:25:00,0.00838997,0.008378,0.00839584,0.00838997,0.00839383,1.41014674,167.99789203
01/11/2017 15:30:00,0.00839582,0.00835477,0.00839582,0.00835477,0.00838266,2.73104861,325.79712557
01/11/2017 15:35:00,0.00836595,0.00835501,0.00836595,0.00836593,0.00836099,0.10881218,13.01425865
01/11/2017 15:40:00,0.008357999999999999,0.00835654,0.00837121,0.00837118,0.00836863,3.1737704,379.2457595
01/11/2017 15:45:00,0.00836554,0.00835288,0.00836554,0.00835313,0.0083644,0.75262909,89.9800246
01/11/2017 15:50:00,0.008357999999999999,0.00835287,0.00837195,0.00835287,0.00835578,2.95877137,354.09850639
01/11/2017 15:55:00,0.00835287,0.00834001,0.00835295,0.00834001,0.00835014,0.12863070000000001,15.40461064
01/11/2017 16:00:00,0.00835292,0.00833352,0.00835292,0.00833352,0.00833571,1.14052669,136.82403935
01/11/2017 16:05:00,0.00833352,0.008331999999999999,0.0083381,0.0083381,0.00833576,1.09704027,131.606502
01/11/2017 16:10:00,0.00833589,0.00832936,0.00835,0.00835,0.00833497,1.71851319,206.18090426
01/11/2017 16:15:00,0.00833697,0.00833697,0.00835,0.008337,0.00834829,0.93201591,111.64149764
01/11/2017 16:20:00,0.00833205,0.00832936,0.008337,0.008337,0.00833264,0.74797089,89.76392219
01/11/2017 16:25:00,0.008337,0.008337,0.0083574,0.0083574,0.00834494,0.14196951,17.01263804
01/11/2017 16:30:00,0.0083574,0.00833904,0.008357999999999999,0.008357999999999999,0.00835109,3.03783257,363.76439302
01/11/2017 16:35:00,0.00835614,0.008322,0.00835614,0.00834197,0.00833567,6.80527912,816.40450085
01/11/2017 16:40:00,0.00834191,0.00832209,0.00834191,0.00834,0.00833806,2.41527732,289.668657
01/11/2017 16:45:00,0.0083381,0.008333,0.008345,0.00833301,0.00833528,0.46390841,55.65595652
01/11/2017 16:50:00,0.008339,0.00833008,0.00834487,0.00833008,0.00833401,1.52493009,182.97667821
01/11/2017 16:55:00,0.00833008,0.0082323,0.00833233,0.00831287,0.00828985,5.14907114,621.12889741
01/11/2017 17:00:00,0.00828897,0.00823126,0.00830685,0.008276,0.00827647,10.57508045,1277.72820597
01/11/2017 17:05:00,0.008276,0.00824859,0.0082992,0.0082992,0.00827951,2.60953175,315.17934386
01/11/2017 17:10:00,0.00829918,0.00824,0.00829918,0.00826616,0.008259899999999999,5.56403837,673.61984233
01/11/2017 17:15:00,0.008261,0.00824072,0.00826365,0.00825044,0.008252500000000001,1.81048581,219.38632001
01/11/2017 17:20:00,0.00825043,0.00820004,0.00826699,0.00825101,0.00823856,9.36133036,1136.28221556
01/11/2017 17:25:00,0.0082484,0.00820003,0.0082484,0.008215,0.00821521,9.40083008,1144.31895631
01/11/2017 17:30:00,0.008225,0.00820003,0.0082417,0.00821822,0.00820953,13.25075066,1614.06823186
01/11/2017 17:35:00,0.008223000000000001,0.008205,0.00826069,0.008241,0.00823319,10.61226703,1288.96055445
01/11/2017 17:40:00,0.00823101,0.00823101,0.00828222,0.008277,0.0082578,3.11928215,377.73752053
01/11/2017 17:45:00,0.00827709,0.008205,0.00831689,0.0082613,0.0082738,9.84144451,1189.47046303
01/11/2017 17:50:00,0.0082613,0.0082042,0.0082613,0.00824508,0.00823397,2.54769925,309.41294507
01/11/2017 17:55:00,0.00824058,0.00824058,0.00826097,0.008256,0.00825295,0.23050033,27.92941564
01/11/2017 18:00:00,0.00824944,0.00824118,0.00825399,0.008249,0.00824756,2.2835369,276.87410486
01/11/2017 18:05:00,0.00824242,0.00807264,0.008251,0.00823631,0.0081628,21.58771651,2644.64502596
01/11/2017 18:10:00,0.00823624,0.00813702,0.00823624,0.00818001,0.00819617,38.87476508,4743.03660401
01/11/2017 18:15:00,0.00821507,0.00820001,0.00823049,0.00820497,0.00821543,2.9093742999999996,354.13501969
01/11/2017 18:20:00,0.00820493,0.00816668,0.00821399,0.00819898,0.00819604,3.60794077,440.20500710000016
01/11/2017 18:25:00,0.00819898,0.00816537,0.00823053,0.00823053,0.00821582,3.63373138,442.28466928
01/11/2017 18:30:00,0.0082305,0.008226,0.00824699,0.0082305,0.00823008,1.14172693,138.72606303
01/11/2017 18:35:00,0.0082305,0.00822203,0.00825194,0.008232,0.00823466,2.25750109,274.14613460000004
01/11/2017 18:40:00,0.008246999999999999,0.00821205,0.00825595,0.00823199,0.00823291,4.32376221,525.18021086
01/11/2017 18:45:00,0.00823199,0.00821202,0.00823199,0.008217,0.00822235,0.55245782,67.18971579999999
01/11/2017 18:50:00,0.008222,0.00820358,0.008225,0.008225,0.00821717,0.54026432,65.74818587
01/11/2017 18:55:00,0.00820378,0.00820378,0.008225,0.00821402,0.00821396,0.88446945,107.67869961
01/11/2017 19:00:00,0.00821401,0.00820925,0.008234,0.008232,0.00821974,2.90496729,353.41342255
01/11/2017 19:05:00,0.008232,0.008219,0.008244,0.008227,0.00822248,1.1221943,136.47871299
01/11/2017 19:10:00,0.00820925,0.00820904,0.00822,0.00820913,0.008209200000000002,2.10457593,256.36769964
01/11/2017 19:15:00,0.00820918,0.00820918,0.008229,0.008229,0.00822453,0.84726535,103.01683543
01/11/2017 19:20:00,0.00821901,0.00821801,0.008234,0.008227,0.008226700000000002,3.38953071,412.01570669999995
01/11/2017 19:25:00,0.008227,0.00820904,0.00822898,0.008227,0.00821431,8.4831072,1032.72202024
01/11/2017 19:30:00,0.00822462,0.00821802,0.008245,0.008237999999999999,0.00823307,2.18115117,264.92556101
01/11/2017 19:35:00,0.008245,0.00823382,0.00828212,0.00826298,0.00826244,3.61427908,437.43437865
01/11/2017 19:40:00,0.00826298,0.00825413,0.00828144,0.008264,0.00826679,2.91275371,352.34367982
01/11/2017 19:45:00,0.00827372,0.00825,0.00827372,0.00825492,0.00825534,2.69036324,325.89360196
01/11/2017 19:50:00,0.00825,0.0082271,0.008254899999999999,0.008254899999999999,0.00823717,8.96256973,1088.0629793
01/11/2017 19:55:00,0.00824699,0.00823301,0.00825492,0.00825491,0.00825396,4.05175676,490.88592186
01/11/2017 20:00:00,0.00825491,0.00824002,0.00825492,0.00825492,0.00825491,3.48128789,421.72283905
01/11/2017 20:05:00,0.00824992,0.00824992,0.00827097,0.00827096,0.00825902,1.99041801,240.9992097
01/11/2017 20:10:00,0.00826537,0.008255,0.00828214,0.00827,0.0082694,1.54792063,187.18640939
01/11/2017 20:15:00,0.00825503,0.00825001,0.00828424,0.008277,0.00827004,2.5420691000000004,307.38261635
01/11/2017 20:20:00,0.008265,0.00825501,0.00828422,0.00828422,0.00827006,1.58251294,191.35423999
01/11/2017 20:25:00,0.00826501,0.00825003,0.00828425,0.00827397,0.00826841,2.76681152,334.62420978
01/11/2017 20:30:00,0.00826001,0.00825,0.008281,0.00825227,0.00826492,1.26484713,153.03789759
01/11/2017 20:35:00,0.008276,0.00825255,0.008276,0.008274,0.00825998,0.43806563,53.03470152
01/11/2017 20:40:00,0.008265999999999999,0.00825262,0.00826897,0.00825262,0.00825816,0.43286596,52.41672245
01/11/2017 20:45:00,0.00826884,0.008259,0.00827699,0.008259,0.00826559,1.07065196,129.5310723
01/11/2017 20:50:00,0.00826751,0.00824129,0.00826751,0.00824327,0.00825975,0.94211659,114.06114821
01/11/2017 20:55:00,0.00824829,0.00823,0.008255,0.00823,0.00823754,0.18691737,22.69089636
